base_strc,alloy,conc,version,cation,cation_no,coordination_number
AlN,Y,0.056,v0,Al,1,4
AlN,Y,0.056,v0,Al,2,4
AlN,Y,0.056,v0,Al,3,4
AlN,Y,0.056,v0,Al,4,4
AlN,Y,0.056,v0,Al,5,4
AlN,Y,0.056,v0,Al,6,4
AlN,Y,0.056,v0,Al,7,4
AlN,Y,0.056,v0,Al,8,4
AlN,Y,0.056,v0,Al,9,4
AlN,Y,0.056,v0,Al,10,4
AlN,Y,0.056,v0,Al,11,4
AlN,Y,0.056,v0,Al,12,4
AlN,Y,0.056,v0,Al,13,4
AlN,Y,0.056,v0,Al,14,4
AlN,Y,0.056,v0,Al,15,4
AlN,Y,0.056,v0,Al,16,4
AlN,Y,0.056,v0,Al,17,4
AlN,Y,0.056,v0,Al,18,4
AlN,Y,0.056,v0,Al,19,4
AlN,Y,0.056,v0,Al,20,4
AlN,Y,0.056,v0,Al,21,4
AlN,Y,0.056,v0,Al,22,4
AlN,Y,0.056,v0,Al,23,4
AlN,Y,0.056,v0,Al,24,4
AlN,Y,0.056,v0,Al,25,4
AlN,Y,0.056,v0,Al,26,4
AlN,Y,0.056,v0,Al,27,4
AlN,Y,0.056,v0,Al,28,4
AlN,Y,0.056,v0,Al,29,4
AlN,Y,0.056,v0,Al,30,4
AlN,Y,0.056,v0,Al,31,4
AlN,Y,0.056,v0,Al,32,4
AlN,Y,0.056,v0,Al,33,4
AlN,Y,0.056,v0,Al,34,4
AlN,Y,0.056,v0,Y,35,5
AlN,Y,0.056,v0,Y,36,4
AlN,Y,0.056,v1,Al,1,4
AlN,Y,0.056,v1,Al,2,4
AlN,Y,0.056,v1,Al,3,4
AlN,Y,0.056,v1,Al,4,4
AlN,Y,0.056,v1,Al,5,4
AlN,Y,0.056,v1,Al,6,4
AlN,Y,0.056,v1,Al,7,4
AlN,Y,0.056,v1,Al,8,4
AlN,Y,0.056,v1,Al,9,4
AlN,Y,0.056,v1,Al,10,4
AlN,Y,0.056,v1,Al,11,4
AlN,Y,0.056,v1,Al,12,4
AlN,Y,0.056,v1,Al,13,4
AlN,Y,0.056,v1,Al,14,4
AlN,Y,0.056,v1,Al,15,4
AlN,Y,0.056,v1,Al,16,4
AlN,Y,0.056,v1,Al,17,4
AlN,Y,0.056,v1,Al,18,4
AlN,Y,0.056,v1,Al,19,4
AlN,Y,0.056,v1,Al,20,4
AlN,Y,0.056,v1,Al,21,4
AlN,Y,0.056,v1,Al,22,4
AlN,Y,0.056,v1,Al,23,4
AlN,Y,0.056,v1,Al,24,4
AlN,Y,0.056,v1,Al,25,4
AlN,Y,0.056,v1,Al,26,4
AlN,Y,0.056,v1,Al,27,4
AlN,Y,0.056,v1,Al,28,4
AlN,Y,0.056,v1,Al,29,4
AlN,Y,0.056,v1,Al,30,4
AlN,Y,0.056,v1,Al,31,4
AlN,Y,0.056,v1,Al,32,4
AlN,Y,0.056,v1,Al,33,4
AlN,Y,0.056,v1,Al,34,4
AlN,Y,0.056,v1,Y,35,4
AlN,Y,0.056,v1,Y,36,4
AlN,Y,0.056,v2,Al,1,4
AlN,Y,0.056,v2,Al,2,4
AlN,Y,0.056,v2,Al,3,4
AlN,Y,0.056,v2,Al,4,4
AlN,Y,0.056,v2,Al,5,4
AlN,Y,0.056,v2,Al,6,4
AlN,Y,0.056,v2,Al,7,4
AlN,Y,0.056,v2,Al,8,4
AlN,Y,0.056,v2,Al,9,4
AlN,Y,0.056,v2,Al,10,4
AlN,Y,0.056,v2,Al,11,4
AlN,Y,0.056,v2,Al,12,4
AlN,Y,0.056,v2,Al,13,4
AlN,Y,0.056,v2,Al,14,4
AlN,Y,0.056,v2,Al,15,4
AlN,Y,0.056,v2,Al,16,4
AlN,Y,0.056,v2,Al,17,4
AlN,Y,0.056,v2,Al,18,4
AlN,Y,0.056,v2,Al,19,4
AlN,Y,0.056,v2,Al,20,4
AlN,Y,0.056,v2,Al,21,4
AlN,Y,0.056,v2,Al,22,4
AlN,Y,0.056,v2,Al,23,4
AlN,Y,0.056,v2,Al,24,4
AlN,Y,0.056,v2,Al,25,4
AlN,Y,0.056,v2,Al,26,4
AlN,Y,0.056,v2,Al,27,4
AlN,Y,0.056,v2,Al,28,4
AlN,Y,0.056,v2,Al,29,4
AlN,Y,0.056,v2,Al,30,4
AlN,Y,0.056,v2,Al,31,4
AlN,Y,0.056,v2,Al,32,4
AlN,Y,0.056,v2,Al,33,4
AlN,Y,0.056,v2,Al,34,4
AlN,Y,0.056,v2,Y,35,4
AlN,Y,0.056,v2,Y,36,4
AlN,Y,0.056,v3,Al,1,4
AlN,Y,0.056,v3,Al,2,4
AlN,Y,0.056,v3,Al,3,4
AlN,Y,0.056,v3,Al,4,4
AlN,Y,0.056,v3,Al,5,4
AlN,Y,0.056,v3,Al,6,4
AlN,Y,0.056,v3,Al,7,4
AlN,Y,0.056,v3,Al,8,4
AlN,Y,0.056,v3,Al,9,4
AlN,Y,0.056,v3,Al,10,4
AlN,Y,0.056,v3,Al,11,4
AlN,Y,0.056,v3,Al,12,4
AlN,Y,0.056,v3,Al,13,4
AlN,Y,0.056,v3,Al,14,4
AlN,Y,0.056,v3,Al,15,4
AlN,Y,0.056,v3,Al,16,4
AlN,Y,0.056,v3,Al,17,4
AlN,Y,0.056,v3,Al,18,4
AlN,Y,0.056,v3,Al,19,4
AlN,Y,0.056,v3,Al,20,4
AlN,Y,0.056,v3,Al,21,4
AlN,Y,0.056,v3,Al,22,4
AlN,Y,0.056,v3,Al,23,4
AlN,Y,0.056,v3,Al,24,4
AlN,Y,0.056,v3,Al,25,4
AlN,Y,0.056,v3,Al,26,4
AlN,Y,0.056,v3,Al,27,4
AlN,Y,0.056,v3,Al,28,4
AlN,Y,0.056,v3,Al,29,4
AlN,Y,0.056,v3,Al,30,4
AlN,Y,0.056,v3,Al,31,4
AlN,Y,0.056,v3,Al,32,4
AlN,Y,0.056,v3,Al,33,4
AlN,Y,0.056,v3,Al,34,4
AlN,Y,0.056,v3,Y,35,4
AlN,Y,0.056,v3,Y,36,4
AlN,Y,0.111,v0,Y,1,4
AlN,Y,0.111,v0,Y,2,4
AlN,Y,0.111,v0,Y,3,5
AlN,Y,0.111,v0,Y,4,4
AlN,Y,0.111,v0,Al,5,4
AlN,Y,0.111,v0,Al,6,4
AlN,Y,0.111,v0,Al,7,4
AlN,Y,0.111,v0,Al,8,4
AlN,Y,0.111,v0,Al,9,4
AlN,Y,0.111,v0,Al,10,4
AlN,Y,0.111,v0,Al,11,4
AlN,Y,0.111,v0,Al,12,4
AlN,Y,0.111,v0,Al,13,4
AlN,Y,0.111,v0,Al,14,4
AlN,Y,0.111,v0,Al,15,4
AlN,Y,0.111,v0,Al,16,4
AlN,Y,0.111,v0,Al,17,4
AlN,Y,0.111,v0,Al,18,4
AlN,Y,0.111,v0,Al,19,4
AlN,Y,0.111,v0,Al,20,4
AlN,Y,0.111,v0,Al,21,4
AlN,Y,0.111,v0,Al,22,4
AlN,Y,0.111,v0,Al,23,4
AlN,Y,0.111,v0,Al,24,4
AlN,Y,0.111,v0,Al,25,4
AlN,Y,0.111,v0,Al,26,4
AlN,Y,0.111,v0,Al,27,4
AlN,Y,0.111,v0,Al,28,4
AlN,Y,0.111,v0,Al,29,4
AlN,Y,0.111,v0,Al,30,4
AlN,Y,0.111,v0,Al,31,4
AlN,Y,0.111,v0,Al,32,4
AlN,Y,0.111,v0,Al,33,4
AlN,Y,0.111,v0,Al,34,4
AlN,Y,0.111,v0,Al,35,4
AlN,Y,0.111,v0,Al,36,4
AlN,Y,0.111,v1,Al,1,4
AlN,Y,0.111,v1,Al,2,4
AlN,Y,0.111,v1,Al,3,4
AlN,Y,0.111,v1,Al,4,4
AlN,Y,0.111,v1,Al,5,4
AlN,Y,0.111,v1,Al,6,4
AlN,Y,0.111,v1,Al,7,4
AlN,Y,0.111,v1,Al,8,4
AlN,Y,0.111,v1,Al,9,4
AlN,Y,0.111,v1,Al,10,4
AlN,Y,0.111,v1,Al,11,4
AlN,Y,0.111,v1,Al,12,4
AlN,Y,0.111,v1,Al,13,4
AlN,Y,0.111,v1,Al,14,4
AlN,Y,0.111,v1,Al,15,4
AlN,Y,0.111,v1,Al,16,4
AlN,Y,0.111,v1,Al,17,4
AlN,Y,0.111,v1,Al,18,4
AlN,Y,0.111,v1,Al,19,4
AlN,Y,0.111,v1,Al,20,4
AlN,Y,0.111,v1,Al,21,4
AlN,Y,0.111,v1,Al,22,4
AlN,Y,0.111,v1,Al,23,4
AlN,Y,0.111,v1,Al,24,4
AlN,Y,0.111,v1,Al,25,4
AlN,Y,0.111,v1,Al,26,4
AlN,Y,0.111,v1,Al,27,4
AlN,Y,0.111,v1,Al,28,4
AlN,Y,0.111,v1,Al,29,4
AlN,Y,0.111,v1,Al,30,4
AlN,Y,0.111,v1,Al,31,4
AlN,Y,0.111,v1,Al,32,4
AlN,Y,0.111,v1,Y,33,5
AlN,Y,0.111,v1,Y,34,4
AlN,Y,0.111,v1,Y,35,4
AlN,Y,0.111,v1,Y,36,4
AlN,Y,0.111,v2,Al,1,4
AlN,Y,0.111,v2,Al,2,4
AlN,Y,0.111,v2,Al,3,4
AlN,Y,0.111,v2,Al,4,4
AlN,Y,0.111,v2,Al,5,4
AlN,Y,0.111,v2,Al,6,4
AlN,Y,0.111,v2,Al,7,4
AlN,Y,0.111,v2,Al,8,4
AlN,Y,0.111,v2,Al,9,4
AlN,Y,0.111,v2,Al,10,4
AlN,Y,0.111,v2,Al,11,4
AlN,Y,0.111,v2,Al,12,4
AlN,Y,0.111,v2,Al,13,4
AlN,Y,0.111,v2,Al,14,4
AlN,Y,0.111,v2,Al,15,4
AlN,Y,0.111,v2,Al,16,4
AlN,Y,0.111,v2,Al,17,4
AlN,Y,0.111,v2,Al,18,4
AlN,Y,0.111,v2,Al,19,4
AlN,Y,0.111,v2,Al,20,4
AlN,Y,0.111,v2,Al,21,4
AlN,Y,0.111,v2,Al,22,4
AlN,Y,0.111,v2,Al,23,4
AlN,Y,0.111,v2,Al,24,4
AlN,Y,0.111,v2,Al,25,4
AlN,Y,0.111,v2,Al,26,4
AlN,Y,0.111,v2,Al,27,4
AlN,Y,0.111,v2,Al,28,4
AlN,Y,0.111,v2,Al,29,4
AlN,Y,0.111,v2,Al,30,4
AlN,Y,0.111,v2,Al,31,4
AlN,Y,0.111,v2,Al,32,4
AlN,Y,0.111,v2,Y,33,5
AlN,Y,0.111,v2,Y,34,4
AlN,Y,0.111,v2,Y,35,4
AlN,Y,0.111,v2,Y,36,4
AlN,Y,0.111,v3,Al,1,4
AlN,Y,0.111,v3,Al,2,4
AlN,Y,0.111,v3,Al,3,4
AlN,Y,0.111,v3,Al,4,4
AlN,Y,0.111,v3,Al,5,4
AlN,Y,0.111,v3,Al,6,4
AlN,Y,0.111,v3,Al,7,4
AlN,Y,0.111,v3,Al,8,4
AlN,Y,0.111,v3,Al,9,4
AlN,Y,0.111,v3,Al,10,4
AlN,Y,0.111,v3,Al,11,4
AlN,Y,0.111,v3,Al,12,4
AlN,Y,0.111,v3,Al,13,4
AlN,Y,0.111,v3,Al,14,4
AlN,Y,0.111,v3,Al,15,4
AlN,Y,0.111,v3,Al,16,4
AlN,Y,0.111,v3,Al,17,4
AlN,Y,0.111,v3,Al,18,4
AlN,Y,0.111,v3,Al,19,4
AlN,Y,0.111,v3,Al,20,4
AlN,Y,0.111,v3,Al,21,4
AlN,Y,0.111,v3,Al,22,4
AlN,Y,0.111,v3,Al,23,4
AlN,Y,0.111,v3,Al,24,4
AlN,Y,0.111,v3,Al,25,4
AlN,Y,0.111,v3,Al,26,4
AlN,Y,0.111,v3,Al,27,4
AlN,Y,0.111,v3,Al,28,4
AlN,Y,0.111,v3,Al,29,4
AlN,Y,0.111,v3,Al,30,4
AlN,Y,0.111,v3,Al,31,4
AlN,Y,0.111,v3,Al,32,4
AlN,Y,0.111,v3,Y,33,5
AlN,Y,0.111,v3,Y,34,4
AlN,Y,0.111,v3,Y,35,4
AlN,Y,0.111,v3,Y,36,4
AlN,Y,0.167,v0,Al,1,4
AlN,Y,0.167,v0,Al,2,4
AlN,Y,0.167,v0,Al,3,4
AlN,Y,0.167,v0,Al,4,4
AlN,Y,0.167,v0,Al,5,4
AlN,Y,0.167,v0,Al,6,4
AlN,Y,0.167,v0,Al,7,4
AlN,Y,0.167,v0,Al,8,4
AlN,Y,0.167,v0,Al,9,4
AlN,Y,0.167,v0,Al,10,4
AlN,Y,0.167,v0,Al,11,4
AlN,Y,0.167,v0,Al,12,4
AlN,Y,0.167,v0,Al,13,4
AlN,Y,0.167,v0,Al,14,4
AlN,Y,0.167,v0,Al,15,4
AlN,Y,0.167,v0,Al,16,4
AlN,Y,0.167,v0,Al,17,4
AlN,Y,0.167,v0,Al,18,4
AlN,Y,0.167,v0,Al,19,4
AlN,Y,0.167,v0,Al,20,4
AlN,Y,0.167,v0,Al,21,4
AlN,Y,0.167,v0,Al,22,4
AlN,Y,0.167,v0,Al,23,4
AlN,Y,0.167,v0,Al,24,4
AlN,Y,0.167,v0,Al,25,4
AlN,Y,0.167,v0,Al,26,4
AlN,Y,0.167,v0,Al,27,4
AlN,Y,0.167,v0,Al,28,4
AlN,Y,0.167,v0,Al,29,4
AlN,Y,0.167,v0,Al,30,4
AlN,Y,0.167,v0,Y,31,4
AlN,Y,0.167,v0,Y,32,4
AlN,Y,0.167,v0,Y,33,4
AlN,Y,0.167,v0,Y,34,5
AlN,Y,0.167,v0,Y,35,4
AlN,Y,0.167,v0,Y,36,5
AlN,Y,0.167,v1,Al,1,4
AlN,Y,0.167,v1,Al,2,4
AlN,Y,0.167,v1,Al,3,4
AlN,Y,0.167,v1,Al,4,4
AlN,Y,0.167,v1,Al,5,4
AlN,Y,0.167,v1,Al,6,4
AlN,Y,0.167,v1,Al,7,4
AlN,Y,0.167,v1,Al,8,4
AlN,Y,0.167,v1,Al,9,4
AlN,Y,0.167,v1,Al,10,4
AlN,Y,0.167,v1,Al,11,4
AlN,Y,0.167,v1,Al,12,4
AlN,Y,0.167,v1,Al,13,4
AlN,Y,0.167,v1,Al,14,4
AlN,Y,0.167,v1,Al,15,4
AlN,Y,0.167,v1,Al,16,4
AlN,Y,0.167,v1,Al,17,4
AlN,Y,0.167,v1,Al,18,4
AlN,Y,0.167,v1,Al,19,4
AlN,Y,0.167,v1,Al,20,4
AlN,Y,0.167,v1,Al,21,4
AlN,Y,0.167,v1,Al,22,4
AlN,Y,0.167,v1,Al,23,4
AlN,Y,0.167,v1,Al,24,4
AlN,Y,0.167,v1,Al,25,4
AlN,Y,0.167,v1,Al,26,4
AlN,Y,0.167,v1,Al,27,4
AlN,Y,0.167,v1,Al,28,4
AlN,Y,0.167,v1,Al,29,4
AlN,Y,0.167,v1,Al,30,4
AlN,Y,0.167,v1,Y,31,5
AlN,Y,0.167,v1,Y,32,5
AlN,Y,0.167,v1,Y,33,4
AlN,Y,0.167,v1,Y,34,4
AlN,Y,0.167,v1,Y,35,4
AlN,Y,0.167,v1,Y,36,4
AlN,Y,0.167,v2,Al,1,4
AlN,Y,0.167,v2,Al,2,4
AlN,Y,0.167,v2,Al,3,4
AlN,Y,0.167,v2,Al,4,4
AlN,Y,0.167,v2,Al,5,4
AlN,Y,0.167,v2,Al,6,4
AlN,Y,0.167,v2,Al,7,4
AlN,Y,0.167,v2,Al,8,4
AlN,Y,0.167,v2,Al,9,4
AlN,Y,0.167,v2,Al,10,4
AlN,Y,0.167,v2,Al,11,4
AlN,Y,0.167,v2,Al,12,4
AlN,Y,0.167,v2,Al,13,4
AlN,Y,0.167,v2,Al,14,4
AlN,Y,0.167,v2,Al,15,4
AlN,Y,0.167,v2,Al,16,4
AlN,Y,0.167,v2,Al,17,4
AlN,Y,0.167,v2,Al,18,4
AlN,Y,0.167,v2,Al,19,4
AlN,Y,0.167,v2,Al,20,4
AlN,Y,0.167,v2,Al,21,4
AlN,Y,0.167,v2,Al,22,4
AlN,Y,0.167,v2,Al,23,4
AlN,Y,0.167,v2,Al,24,4
AlN,Y,0.167,v2,Al,25,4
AlN,Y,0.167,v2,Al,26,4
AlN,Y,0.167,v2,Al,27,4
AlN,Y,0.167,v2,Al,28,4
AlN,Y,0.167,v2,Al,29,4
AlN,Y,0.167,v2,Al,30,4
AlN,Y,0.167,v2,Y,31,4
AlN,Y,0.167,v2,Y,32,5
AlN,Y,0.167,v2,Y,33,4
AlN,Y,0.167,v2,Y,34,4
AlN,Y,0.167,v2,Y,35,4
AlN,Y,0.167,v2,Y,36,4
AlN,Y,0.167,v3,Al,1,4
AlN,Y,0.167,v3,Al,2,4
AlN,Y,0.167,v3,Al,3,4
AlN,Y,0.167,v3,Al,4,4
AlN,Y,0.167,v3,Al,5,4
AlN,Y,0.167,v3,Al,6,4
AlN,Y,0.167,v3,Al,7,4
AlN,Y,0.167,v3,Al,8,4
AlN,Y,0.167,v3,Al,9,4
AlN,Y,0.167,v3,Al,10,4
AlN,Y,0.167,v3,Al,11,4
AlN,Y,0.167,v3,Al,12,4
AlN,Y,0.167,v3,Al,13,4
AlN,Y,0.167,v3,Al,14,4
AlN,Y,0.167,v3,Al,15,4
AlN,Y,0.167,v3,Al,16,4
AlN,Y,0.167,v3,Al,17,4
AlN,Y,0.167,v3,Al,18,4
AlN,Y,0.167,v3,Al,19,4
AlN,Y,0.167,v3,Al,20,4
AlN,Y,0.167,v3,Al,21,4
AlN,Y,0.167,v3,Al,22,4
AlN,Y,0.167,v3,Al,23,4
AlN,Y,0.167,v3,Al,24,4
AlN,Y,0.167,v3,Al,25,4
AlN,Y,0.167,v3,Al,26,4
AlN,Y,0.167,v3,Al,27,4
AlN,Y,0.167,v3,Al,28,4
AlN,Y,0.167,v3,Al,29,4
AlN,Y,0.167,v3,Al,30,4
AlN,Y,0.167,v3,Y,31,4
AlN,Y,0.167,v3,Y,32,4
AlN,Y,0.167,v3,Y,33,4
AlN,Y,0.167,v3,Y,34,4
AlN,Y,0.167,v3,Y,35,5
AlN,Y,0.167,v3,Y,36,5
AlN,Y,0.222,v0,Al,1,4
AlN,Y,0.222,v0,Al,2,4
AlN,Y,0.222,v0,Al,3,4
AlN,Y,0.222,v0,Al,4,4
AlN,Y,0.222,v0,Al,5,4
AlN,Y,0.222,v0,Al,6,4
AlN,Y,0.222,v0,Al,7,4
AlN,Y,0.222,v0,Al,8,4
AlN,Y,0.222,v0,Al,9,4
AlN,Y,0.222,v0,Al,10,4
AlN,Y,0.222,v0,Al,11,4
AlN,Y,0.222,v0,Al,12,4
AlN,Y,0.222,v0,Al,13,4
AlN,Y,0.222,v0,Al,14,4
AlN,Y,0.222,v0,Al,15,4
AlN,Y,0.222,v0,Al,16,4
AlN,Y,0.222,v0,Al,17,4
AlN,Y,0.222,v0,Al,18,4
AlN,Y,0.222,v0,Al,19,4
AlN,Y,0.222,v0,Al,20,4
AlN,Y,0.222,v0,Al,21,4
AlN,Y,0.222,v0,Al,22,4
AlN,Y,0.222,v0,Al,23,4
AlN,Y,0.222,v0,Al,24,4
AlN,Y,0.222,v0,Al,25,4
AlN,Y,0.222,v0,Al,26,4
AlN,Y,0.222,v0,Al,27,4
AlN,Y,0.222,v0,Al,28,4
AlN,Y,0.222,v0,Y,29,4
AlN,Y,0.222,v0,Y,30,4
AlN,Y,0.222,v0,Y,31,4
AlN,Y,0.222,v0,Y,32,5
AlN,Y,0.222,v0,Y,33,5
AlN,Y,0.222,v0,Y,34,4
AlN,Y,0.222,v0,Y,35,4
AlN,Y,0.222,v0,Y,36,4
AlN,Y,0.222,v1,Al,1,4
AlN,Y,0.222,v1,Al,2,4
AlN,Y,0.222,v1,Al,3,4
AlN,Y,0.222,v1,Al,4,4
AlN,Y,0.222,v1,Al,5,4
AlN,Y,0.222,v1,Al,6,4
AlN,Y,0.222,v1,Al,7,4
AlN,Y,0.222,v1,Al,8,4
AlN,Y,0.222,v1,Al,9,4
AlN,Y,0.222,v1,Al,10,4
AlN,Y,0.222,v1,Al,11,4
AlN,Y,0.222,v1,Al,12,4
AlN,Y,0.222,v1,Al,13,4
AlN,Y,0.222,v1,Al,14,4
AlN,Y,0.222,v1,Al,15,4
AlN,Y,0.222,v1,Al,16,4
AlN,Y,0.222,v1,Al,17,4
AlN,Y,0.222,v1,Al,18,4
AlN,Y,0.222,v1,Al,19,4
AlN,Y,0.222,v1,Al,20,4
AlN,Y,0.222,v1,Al,21,4
AlN,Y,0.222,v1,Al,22,4
AlN,Y,0.222,v1,Al,23,4
AlN,Y,0.222,v1,Al,24,4
AlN,Y,0.222,v1,Al,25,4
AlN,Y,0.222,v1,Al,26,4
AlN,Y,0.222,v1,Al,27,4
AlN,Y,0.222,v1,Al,28,4
AlN,Y,0.222,v1,Y,29,5
AlN,Y,0.222,v1,Y,30,4
AlN,Y,0.222,v1,Y,31,5
AlN,Y,0.222,v1,Y,32,5
AlN,Y,0.222,v1,Y,33,5
AlN,Y,0.222,v1,Y,34,4
AlN,Y,0.222,v1,Y,35,4
AlN,Y,0.222,v1,Y,36,4
AlN,Y,0.222,v2,Al,1,4
AlN,Y,0.222,v2,Al,2,4
AlN,Y,0.222,v2,Al,3,4
AlN,Y,0.222,v2,Al,4,4
AlN,Y,0.222,v2,Al,5,4
AlN,Y,0.222,v2,Al,6,4
AlN,Y,0.222,v2,Al,7,4
AlN,Y,0.222,v2,Al,8,4
AlN,Y,0.222,v2,Al,9,4
AlN,Y,0.222,v2,Al,10,4
AlN,Y,0.222,v2,Al,11,4
AlN,Y,0.222,v2,Al,12,4
AlN,Y,0.222,v2,Al,13,4
AlN,Y,0.222,v2,Al,14,4
AlN,Y,0.222,v2,Al,15,4
AlN,Y,0.222,v2,Al,16,4
AlN,Y,0.222,v2,Al,17,4
AlN,Y,0.222,v2,Al,18,4
AlN,Y,0.222,v2,Al,19,4
AlN,Y,0.222,v2,Al,20,4
AlN,Y,0.222,v2,Al,21,4
AlN,Y,0.222,v2,Al,22,4
AlN,Y,0.222,v2,Al,23,4
AlN,Y,0.222,v2,Al,24,4
AlN,Y,0.222,v2,Al,25,4
AlN,Y,0.222,v2,Al,26,4
AlN,Y,0.222,v2,Al,27,4
AlN,Y,0.222,v2,Al,28,4
AlN,Y,0.222,v2,Y,29,5
AlN,Y,0.222,v2,Y,30,4
AlN,Y,0.222,v2,Y,31,4
AlN,Y,0.222,v2,Y,32,5
AlN,Y,0.222,v2,Y,33,4
AlN,Y,0.222,v2,Y,34,4
AlN,Y,0.222,v2,Y,35,4
AlN,Y,0.222,v2,Y,36,4
AlN,Y,0.222,v3,Al,1,4
AlN,Y,0.222,v3,Al,2,4
AlN,Y,0.222,v3,Al,3,4
AlN,Y,0.222,v3,Al,4,4
AlN,Y,0.222,v3,Al,5,4
AlN,Y,0.222,v3,Al,6,4
AlN,Y,0.222,v3,Al,7,4
AlN,Y,0.222,v3,Al,8,4
AlN,Y,0.222,v3,Al,9,4
AlN,Y,0.222,v3,Al,10,4
AlN,Y,0.222,v3,Al,11,4
AlN,Y,0.222,v3,Al,12,4
AlN,Y,0.222,v3,Al,13,4
AlN,Y,0.222,v3,Al,14,4
AlN,Y,0.222,v3,Al,15,4
AlN,Y,0.222,v3,Al,16,4
AlN,Y,0.222,v3,Al,17,4
AlN,Y,0.222,v3,Al,18,4
AlN,Y,0.222,v3,Al,19,4
AlN,Y,0.222,v3,Al,20,4
AlN,Y,0.222,v3,Al,21,4
AlN,Y,0.222,v3,Al,22,4
AlN,Y,0.222,v3,Al,23,4
AlN,Y,0.222,v3,Al,24,4
AlN,Y,0.222,v3,Al,25,4
AlN,Y,0.222,v3,Al,26,4
AlN,Y,0.222,v3,Al,27,4
AlN,Y,0.222,v3,Al,28,4
AlN,Y,0.222,v3,Y,29,4
AlN,Y,0.222,v3,Y,30,4
AlN,Y,0.222,v3,Y,31,4
AlN,Y,0.222,v3,Y,32,5
AlN,Y,0.222,v3,Y,33,4
AlN,Y,0.222,v3,Y,34,5
AlN,Y,0.222,v3,Y,35,4
AlN,Y,0.222,v3,Y,36,4
AlN,Y,0.278,v0,Al,1,4
AlN,Y,0.278,v0,Al,2,4
AlN,Y,0.278,v0,Al,3,4
AlN,Y,0.278,v0,Al,4,4
AlN,Y,0.278,v0,Al,5,4
AlN,Y,0.278,v0,Al,6,4
AlN,Y,0.278,v0,Al,7,4
AlN,Y,0.278,v0,Al,8,4
AlN,Y,0.278,v0,Al,9,4
AlN,Y,0.278,v0,Al,10,4
AlN,Y,0.278,v0,Al,11,4
AlN,Y,0.278,v0,Al,12,4
AlN,Y,0.278,v0,Al,13,4
AlN,Y,0.278,v0,Al,14,4
AlN,Y,0.278,v0,Al,15,4
AlN,Y,0.278,v0,Al,16,4
AlN,Y,0.278,v0,Al,17,4
AlN,Y,0.278,v0,Al,18,4
AlN,Y,0.278,v0,Al,19,4
AlN,Y,0.278,v0,Al,20,4
AlN,Y,0.278,v0,Al,21,4
AlN,Y,0.278,v0,Al,22,4
AlN,Y,0.278,v0,Al,23,4
AlN,Y,0.278,v0,Al,24,4
AlN,Y,0.278,v0,Al,25,4
AlN,Y,0.278,v0,Al,26,4
AlN,Y,0.278,v0,Y,27,5
AlN,Y,0.278,v0,Y,28,4
AlN,Y,0.278,v0,Y,29,4
AlN,Y,0.278,v0,Y,30,4
AlN,Y,0.278,v0,Y,31,5
AlN,Y,0.278,v0,Y,32,4
AlN,Y,0.278,v0,Y,33,4
AlN,Y,0.278,v0,Y,34,5
AlN,Y,0.278,v0,Y,35,4
AlN,Y,0.278,v0,Y,36,4
AlN,Y,0.278,v1,Al,1,4
AlN,Y,0.278,v1,Al,2,4
AlN,Y,0.278,v1,Al,3,4
AlN,Y,0.278,v1,Al,4,4
AlN,Y,0.278,v1,Al,5,4
AlN,Y,0.278,v1,Al,6,4
AlN,Y,0.278,v1,Al,7,4
AlN,Y,0.278,v1,Al,8,4
